input,output,target_ie,target_ns,target_tf,winner_ie,winner_ns,winner_tf
I'm doing chores until 4 so I can go collect bugs.,I'm basically doing chores until 4 so I can go farm for bugs.,E,S,F,Output,Output,Input
Pushing you around was a break from walking around aimlessly.,So pushing you around was a nice break from walking about aimlessly.,E,S,F,Output,Input,Output
I'm watching from a distance because I happen to be a redhead.,I'm watching from a distance because I'm accidentally a ginger.,E,S,F,Output,Input,Output
Your MS Paint skills caught my attention.,Your MS Paint skills made me swoon.,E,S,F,Output,Input,Output
"There’s a sushi platter, six purple tulips, four pink tulips, one blue pansy, and one purple rose.","I have a sushi platter, six purple tulips, four pink tulips, one blue pansy, and one purple rose.",E,S,F,Output,Input,Output
The mountains look nice right now.,The mountains look so beautiful right now.,E,S,F,Output,Input,Output
I spent the morning having coffee and looking at the view.,I've enjoyed spending my morning coffee admiring the view.,E,S,F,Output,Input,Output
I ended up finding a group of people I care about and could see myself spending my life with.,I was lucky and found a group of people who I genuinely adore and want to spend my life with.,E,S,F,Input,Input,Output
Blossoms might take over the world.,BLOSSOMS WILL TAKE OVER THE WOOOOOORLD!,E,S,F,Output,Input,Output
I've spent evenings watching her videos.,I've spent evenings just watching her videos.,E,S,F,Input,Input,Input
Decent way to end my Friday.,Great way to end my Friday.,E,S,F,Output,Input,Output
I use a Pilot G2 for random note taking.,I personally love Pilot G2 for random note taking.,E,S,F,Output,Input,Output
You might get into pens as a hobby and not want to use cheap ones anymore.,"Then you turn into a pen hobbyist really and you will never want to go back to cheap pens again, lol.",E,S,F,Output,Input,Output
"I enjoy a good conversation and a bit of light, flirty banter.","However, I love a good conversation and just a bit of lighthearted, flirty, banter.",E,S,F,Input,Input,Output
"I figured if nothing changes in the next few weeks after we take the salsa classes together (her idea), then it's probably not going to move forward.",I told myself if there's no change in the next few weeks after we do some Salsa classes together (her idea) then I know it's not gonna move forward.,E,S,F,Output,Input,Output
Parece que a la mujer le gusta el ángulo de esa cámara.,a lady sif le gusta el ngulo de esa cmara .,E,S,F,Input,Input,Input
La primera temporada estuvo bien y Leslie y Mark se ven como un OTP.,<3 / la primera temporada de y leslie x mark otp .,E,S,F,Output,Input,Output
Lo que vas a ver cuando lleguemos no se parece a las peleas del campamento.,* lo que vas a ver > > cuando lleguemos no se parece en nada a las luchas del campamento .,E,S,F,Output,Input,Input
"chi is in April, by the way, buenas noches, Tim Burton's Avengers.","chi * ^ * es en abril , by the way ~ buenas noches ~ tim burton's avengers .",E,S,F,Output,Input,Input
"Voy a ver si lo encuentro, entra.","uh , a ver si lo encuentro xd entra .",E,S,F,Output,Input,Output
"I've been in the bath for two hours; if you combined all of Dan and Phil's videos into a marathon how long would it be, also someone just retweeted a tweet of mine from over a year ago and someone asked if I was lost which seemed kind, and I have exams on Monday with only one week of high school left.","i've been in the bath for two hours loml if you put all of dan and phil's videos together like a marathon how long would it go for buy everything someone just retweeted a tweet of mine from over a year ago , are you lost that's actually adorable what a sweetheart did i mention i have exams on monday and then i only have one week left of high school thank you !",E,S,F,Output,Input,Output
"I've been studying all day and feeling a bit overwhelmed, and I think I'm probably too emotionally invested in your relationship; you seem adorable, and you might not want to know what's in that jar in the background — my ten-year-old brother, who seems pretty wild, caught a spider, but the spider isn't him.","ive been studying all day lord help me screw u and your relationship that im probably too emotionally invested in you're adorable you don't want to know what's in that jar in the background my ten year old brother is a feral to clarify , my brother caught the spider , the spider is not my ten year old brother ur welcome !",E,S,F,Output,Input,Input
I thought that might leave you a bit stumped.,i thought that might leave u a bit stumped !,E,S,F,Output,Input,Output
"The quadratic formula bothers me a lot, thanks.",the quadratic formula can screw my actual asshole very thank you !,E,S,F,Output,Input,Input
"It's 6:40 am, I have an exam in eight hours and don't want to be awake, so goodnight, thanks.",i have an exam in eight hours goodnight it's 6:40 am i don't want to be awake thanks !,E,S,F,Input,Input,Input
You don't think I'm a good dancer?,what you don't think i'm a good dancer ?,E,S,F,Input,Input,Input
Twitter bios for girls often sound like this.,twitter bios for girls be like ...,E,S,F,Output,Input,Output
"My favorite part of the week is talking to them in advisory, and I said I love you back.",my favorite part of the week has to be talking to in advisory i love you too !,E,S,F,Input,Input,Input
"Jaccob should stop the attitude; it comes across as dishonest, and I don't want to deal with it.",jaccob should stop the attitude jaccob is a lie oh my gosh i don't !,E,S,F,Output,Input,Output
"Three rides froze on us today, and I felt tired of the kids and older people who seemed difficult, but I'm meeting Princess Anna.",three rides froze on us today tired as fuck of bratty children and old ppl im meeting princess anna ! ! !,E,S,F,Output,Input,Input
"I keep getting sick whenever I drink, and it seems like Lucas takes about 100 times longer to get ready than Jenna and I do.",i keep getting really sick whenever i drink wtf lucas takes 100x longer to get ready than me and jenna do .,E,S,F,Output,Input,Input
I'd like to see your faces.,i wanna see your wonderful faces !,E,S,F,Output,Input,Output
I'll pay for them to be built.,i will literally pay for them to be built .,E,S,F,Output,Input,Output
Have you accepted Randall as your lord and savior?,have you accepted randall as your lord & amp ; savior ?,E,S,F,Input,Input,Input
"It's nice that we're all coming home; my sisters look cute, and I'm thankful for tonight.",yes me too we're all coming home yayayayyaay look how cute my sisters are ugh thankful for tonight .,E,S,F,Output,Input,Output
Last night we had an impromptu jam session.,last night we had a very impromptu jam sesh .,E,S,F,Output,Input,Output
"Pumpkin spice yogurt seems unpleasant to me, and others might disagree.",pumpkin spice yogurt is disgusting don't let anyone tell you different .,E,S,F,Output,Input,Input
